Data from PMMA_PMMAXT_00001.txt Node
Date: Fri Apr 03 16:03:59 CEST 2015
User: User
Spectrometer: NQ51A0689
Autoset integration time: false
Trigger mode: 0
Integration Time (sec): 1.000000E0
Scans to average: 1
Nonlinearity correction enabled: false
Boxcar width: 2
Stray light correction enabled: false
XAxis mode: Wavelengths
Stop averaging: false
Storing dark spectrum: false
Number of Pixels in Spectrum: 512
>>>>>Begin Spectral Data<<<<<
899.175	0E0
900.806	0E0
902.437	0E0
904.067	0E0
905.698	0E0
907.328	0E0
908.958	0E0
910.588	0E0
912.218	0E0
913.847	0E0
915.477	0E0
917.106	0E0
918.735	0E0
920.364	0E0
921.993	0E0
923.621	0E0
925.25	0E0
926.878	0E0
928.506	0E0
930.134	0E0
931.762	0E0
933.389	0E0
935.016	0E0
936.644	0E0
938.271	0E0
939.897	0E0
941.524	0E0
943.151	0E0
944.777	0E0
946.403	0E0
948.029	0E0
949.655	0E0
951.28	0E0
952.906	0E0
954.531	0E0
956.156	0E0
957.781	0E0
959.406	0E0
961.03	0E0
962.655	0E0
964.279	0E0
965.903	0E0
967.527	0E0
969.15	0E0
970.774	0E0
972.397	0E0
974.02	0E0
975.643	0E0
977.266	0E0
978.889	0E0
980.511	0E0
982.133	0E0
983.756	0E0
985.378	0E0
986.999	0E0
988.621	0E0
990.242	0E0
991.864	28.5562E-6
993.485	98.0896E-6
995.105	1.67928E-4
996.726	1.05621E-4
998.347	1.29E-4
999.967	1.39679E-4
1001.587	2.11952E-4
1003.207	2.02926E-4
1004.827	3.78247E-4
1006.447	4.07375E-4
1008.066	4.43815E-4
1009.686	3.86281E-4
1011.305	3.3019E-4
1012.924	2.60099E-4
1014.543	2.52195E-4
1016.161	2.55024E-4
1017.78	2.1618E-4
1019.398	3.40919E-4
1021.016	2.72943E-4
1022.634	4.09596E-4
1024.252	3.56048E-4
1025.869	5.14402E-4
1027.487	3.55887E-4
1029.104	5.06321E-4
1030.721	3.57799E-4
1032.338	4.6987E-4
1033.954	4.77097E-4
1035.571	5.94013E-4
1037.187	6.20031E-4
1038.803	6.63681E-4
1040.419	6.978E-4
1042.035	6.25509E-4
1043.651	5.92987E-4
1045.266	5.44809E-4
1046.882	4.98493E-4
1048.497	4.51346E-4
1050.112	4.40893E-4
1051.726	4.15027E-4
1053.341	4.41235E-4
1054.955	3.18732E-4
1056.57	3.51585E-4
1058.184	2.91473E-4
1059.797	3.21408E-4
1061.411	2.09108E-4
1063.025	2.7369E-4
1064.638	2.14436E-4
1066.251	3.06883E-4
1067.864	2.97436E-4
1069.477	3.57083E-4
1071.09	4.03993E-4
1072.702	2.92971E-4
1074.314	2.91418E-4
1075.927	1.31373E-4
1077.539	1.49549E-4
1079.15	33.1768E-6
1080.762	1.44948E-4
1082.373	63.3728E-6
1083.985	1.93255E-4
1085.596	1.38032E-4
1087.207	2.35729E-4
1088.817	2.07607E-4
1090.428	2.02346E-4
1092.038	1.88705E-4
1093.648	1.92131E-4
1095.258	2.67909E-4
1096.868	3.27301E-4
1098.478	2.85726E-4
1100.087	3.10596E-4
1101.697	2.51285E-4
1103.306	2.43484E-4
1104.915	1.62214E-4
1106.523	3.05489E-4
1108.132	3.17143E-4
1109.74	5.4738E-4
1111.349	6.3452E-4
1112.957	7.53499E-4
1114.565	7.77358E-4
1116.172	8.74926E-4
1117.78	9.57795E-4
1119.387	10.3785E-4
1120.994	12.5833E-4
1122.601	15.2133E-4
1124.208	17.4165E-4
1125.815	17.9712E-4
1127.421	20.0802E-4
1129.028	20.9948E-4
1130.634	21.5108E-4
1132.24	22.9659E-4
1133.846	24.8401E-4
1135.451	26.9112E-4
1137.057	28.9838E-4
1138.662	30.9639E-4
1140.267	32.9206E-4
1141.872	34.6064E-4
1143.476	35.5172E-4
1145.081	36.5578E-4
1146.685	38.2826E-4
1148.29	39.8457E-4
1149.894	41.1589E-4
1151.497	42.964E-4
1153.101	44.2339E-4
1154.704	45.9667E-4
1156.308	46.6491E-4
1157.911	48.0266E-4
1159.514	50.0232E-4
1161.117	51.1728E-4
1162.719	52.6897E-4
1164.322	53.8672E-4
1165.924	55.3001E-4
1167.526	55.2219E-4
1169.128	56.2156E-4
1170.729	55.9555E-4
1172.331	56.8338E-4
1173.932	56.5835E-4
1175.533	56.8453E-4
1177.134	55.412E-4
1178.735	54.5419E-4
1180.336	51.1759E-4
1181.936	48.6317E-4
1183.537	44.0891E-4
1185.137	41.5289E-4
1186.737	37.746E-4
1188.336	36.6381E-4
1189.936	34.2029E-4
1191.535	33.3774E-4
1193.135	32.2429E-4
1194.734	31.1113E-4
1196.332	29.0274E-4
1197.931	27.7166E-4
1199.53	25.6529E-4
1201.128	24.3737E-4
1202.726	22.7688E-4
1204.324	21.4597E-4
1205.922	19.9808E-4
1207.519	17.8405E-4
1209.117	15.7411E-4
1210.714	12.8576E-4
1212.311	10.6376E-4
1213.908	8.61084E-4
1215.505	7.31947E-4
1217.101	5.03653E-4
1218.698	4.49433E-4
1220.294	3.52149E-4
1221.89	2.23187E-4
1223.486	2.055E-4
1225.081	1.6089E-4
1226.677	1.44152E-4
1228.272	81.4806E-6
1229.867	39.2355E-6
1231.462	0E0
1233.057	0E0
1234.651	0E0
1236.246	0E0
1237.84	0E0
1239.434	0E0
1241.028	0E0
1242.622	0E0
1244.215	0E0
1245.809	0E0
1247.402	0E0
1248.995	0E0
1250.587	0E0
1252.18	0E0
1253.773	0E0
1255.365	0E0
1256.957	0E0
1258.549	0E0
1260.141	0E0
1261.732	0E0
1263.323	0E0
1264.915	0E0
